"","study","pat.con","id","trial","reward","pun","choices","fullid"
"23312",1,0,156,62,0,1,2,156
"23313",1,0,156,63,0,1,2,156
"23314",1,0,156,64,0,1,2,156
"23315",1,0,156,65,0,1,2,156
"23316",1,0,156,66,0,1,2,156
"23317",1,0,156,67,0,1,2,156
"23318",1,0,156,68,0,1,2,156
"23319",1,0,156,69,0,1,1,156
"23320",1,0,156,70,0,1,2,156
"23321",1,0,156,71,0,1,2,156
"23322",1,0,156,72,0,1,2,156
"23323",1,0,156,73,1,0,2,156
"23324",1,0,156,74,0,1,2,156
"23325",1,0,156,75,0,1,2,156
"23326",1,0,156,76,0,1,2,156
"23327",1,0,156,77,1,0,2,156
"23328",1,0,156,78,1,0,2,156
"23329",1,0,156,79,1,0,2,156
"23330",1,0,156,80,1,0,2,156
"23331",1,0,156,81,1,0,1,156
"23332",1,0,156,82,1,0,1,156
"23333",1,0,156,83,1,0,1,156
"23334",1,0,156,84,0,1,1,156
"23335",1,0,156,85,1,0,1,156
"23336",1,0,156,86,1,0,1,156
"23337",1,0,156,87,1,0,1,156
"23338",1,0,156,88,1,0,1,156
"23339",1,0,156,89,1,0,1,156
"23340",1,0,156,90,1,0,1,156
"23341",1,0,156,91,0,1,1,156
"23342",1,0,156,92,0,1,1,156
"23343",1,0,156,93,0,1,1,156
"23344",1,0,156,94,0,1,2,156
"23345",1,0,156,95,0,1,2,156
"23346",1,0,156,96,0,1,2,156
"23347",1,0,156,97,0,1,2,156
"23348",1,0,156,98,1,0,2,156
"23349",1,0,156,99,0,1,2,156
"23350",1,0,156,100,0,1,2,156
"23351",1,0,156,101,0,1,2,156
"23352",1,0,156,102,0,1,2,156
"23353",1,0,156,103,0,1,2,156
"23354",1,0,156,104,0,1,2,156
"23355",1,0,156,105,1,0,2,156
"23356",1,0,156,106,1,0,2,156
"23357",1,0,156,107,1,0,1,156
"23358",1,0,156,108,0,1,2,156
"23359",1,0,156,109,1,0,2,156
"23360",1,0,156,110,1,0,1,156
"23361",1,0,156,111,1,0,2,156
"23362",1,0,156,112,0,1,1,156
"23363",1,0,156,113,1,0,2,156
"23364",1,0,156,114,1,0,1,156
"23365",1,0,156,115,0,1,1,156
"23366",1,0,156,116,0,1,2,156
"23367",1,0,156,117,1,0,1,156
"23368",1,0,156,118,1,0,1,156
"23369",1,0,156,119,1,0,2,156
"23370",1,0,156,120,0,1,1,156
"23371",1,0,156,121,0,1,2,156
"23372",1,0,156,122,0,1,2,156
"23373",1,0,156,123,0,1,1,156
"23374",1,0,156,124,0,1,2,156
"23375",1,0,156,125,0,1,2,156
"23376",1,0,156,126,0,1,2,156
"23377",1,0,156,127,0,1,2,156
"23378",1,0,156,128,1,0,2,156
"23379",1,0,156,129,0,1,2,156
"23380",1,0,156,130,0,1,2,156
"23381",1,0,156,131,0,1,2,156
"23382",1,0,156,132,0,1,2,156
"23383",1,0,156,133,1,0,2,156
"23384",1,0,156,134,0,1,2,156
"23385",1,0,156,135,0,1,2,156
"23386",1,0,156,136,1,0,2,156
"23387",1,0,156,137,1,0,2,156
"23388",1,0,156,138,1,0,2,156
"23389",1,0,156,139,0,1,1,156
"23390",1,0,156,140,1,0,2,156
"23391",1,0,156,141,1,0,2,156
"23392",1,0,156,142,1,0,2,156
"23393",1,0,156,143,0,1,1,156
"23394",1,0,156,144,1,0,1,156
"23395",1,0,156,145,0,1,1,156
"23396",1,0,156,146,1,0,1,156
"23397",1,0,156,147,1,0,1,156
"23398",1,0,156,148,1,0,1,156
"23399",1,0,156,149,1,0,1,156
"23400",1,0,156,150,1,0,1,156
"23401",1,0,157,1,0,1,1,157
"23402",1,0,157,2,0,1,2,157
"23403",1,0,157,3,1,0,2,157
"23404",1,0,157,4,0,1,2,157
"23405",1,0,157,5,0,1,2,157
"23406",1,0,157,6,1,0,2,157
"23407",1,0,157,7,0,1,2,157
"23408",1,0,157,8,0,1,1,157
"23409",1,0,157,9,0,1,2,157
"23410",1,0,157,10,0,1,2,157
"23411",1,0,157,11,1,0,2,157
"23412",1,0,157,12,0,1,2,157
"23413",1,0,157,13,0,1,1,157
"23414",1,0,157,14,0,1,2,157
"23415",1,0,157,15,0,1,2,157
"23416",1,0,157,16,1,0,2,157
"23417",1,0,157,17,1,0,2,157
"23418",1,0,157,18,1,0,1,157
"23419",1,0,157,19,1,0,1,157
"23420",1,0,157,20,1,0,2,157
"23421",1,0,157,21,1,0,1,157
"23422",1,0,157,22,1,0,1,157
"23423",1,0,157,23,1,0,1,157
"23424",1,0,157,24,1,0,1,157
"23425",1,0,157,25,1,0,1,157
"23426",1,0,157,26,1,0,1,157
"23427",1,0,157,27,1,0,1,157
"23428",1,0,157,28,1,0,1,157
"23429",1,0,157,29,0,1,1,157
"23430",1,0,157,30,1,0,1,157
"23431",1,0,157,31,0,1,1,157
"23432",1,0,157,32,0,1,1,157
"23433",1,0,157,33,0,1,2,157
"23434",1,0,157,34,0,1,2,157
"23435",1,0,157,35,0,1,2,157
"23436",1,0,157,36,0,1,2,157
"23437",1,0,157,37,0,1,2,157
"23438",1,0,157,38,0,1,2,157
"23439",1,0,157,39,0,1,2,157
"23440",1,0,157,40,0,1,2,157
"23441",1,0,157,41,0,1,2,157
"23442",1,0,157,42,0,1,2,157
"23443",1,0,157,43,0,1,2,157
"23444",1,0,157,44,0,1,2,157
"23445",1,0,157,45,0,1,2,157
"23446",1,0,157,46,1,0,2,157
"23447",1,0,157,47,1,0,1,157
"23448",1,0,157,48,1,0,1,157
"23449",1,0,157,49,1,0,1,157
"23450",1,0,157,50,0,1,1,157
"23451",1,0,157,51,1,0,1,157
"23452",1,0,157,52,0,1,1,157
"23453",1,0,157,53,0,1,2,157
"23454",1,0,157,54,1,0,2,157
"23455",1,0,157,55,1,0,1,157
"23456",1,0,157,56,0,1,1,157
"23457",1,0,157,57,0,1,1,157
"23458",1,0,157,58,1,0,1,157
"23459",1,0,157,59,1,0,2,157
"23460",1,0,157,60,1,0,1,157
"23461",1,0,157,61,0,1,1,157
"23462",1,0,157,62,0,1,2,157
"23463",1,0,157,63,0,1,2,157
"23464",1,0,157,64,0,1,1,157
"23465",1,0,157,65,0,1,2,157
"23466",1,0,157,66,0,1,2,157
"23467",1,0,157,67,0,1,1,157
"23468",1,0,157,68,0,1,2,157
"23469",1,0,157,69,0,1,2,157
"23470",1,0,157,70,0,1,2,157
"23471",1,0,157,71,0,1,2,157
"23472",1,0,157,72,0,1,2,157
"23473",1,0,157,73,1,0,2,157
"23474",1,0,157,74,0,1,2,157
"23475",1,0,157,75,0,1,2,157
"23476",1,0,157,76,0,1,2,157
"23477",1,0,157,77,1,0,2,157
"23478",1,0,157,78,1,0,2,157
"23479",1,0,157,79,1,0,2,157
"23480",1,0,157,80,1,0,2,157
"23481",1,0,157,81,1,0,1,157
"23482",1,0,157,82,1,0,1,157
"23483",1,0,157,83,1,0,1,157
"23484",1,0,157,84,0,1,1,157
"23485",1,0,157,85,1,0,1,157
"23486",1,0,157,86,1,0,2,157
"23487",1,0,157,87,1,0,1,157
"23488",1,0,157,88,1,0,1,157
"23489",1,0,157,89,1,0,1,157
"23490",1,0,157,90,1,0,1,157
"23491",1,0,157,91,0,1,1,157
"23492",1,0,157,92,0,1,1,157
"23493",1,0,157,93,0,1,1,157
"23494",1,0,157,94,0,1,2,157
"23495",1,0,157,95,0,1,2,157
"23496",1,0,157,96,0,1,2,157
"23497",1,0,157,97,0,1,1,157
"23498",1,0,157,98,1,0,2,157
"23499",1,0,157,99,0,1,2,157
"23500",1,0,157,100,0,1,2,157
"23501",1,0,157,101,0,1,2,157
"23502",1,0,157,102,0,1,2,157
"23503",1,0,157,103,0,1,2,157
"23504",1,0,157,104,0,1,2,157
"23505",1,0,157,105,1,0,2,157
"23506",1,0,157,106,1,0,2,157
"23507",1,0,157,107,1,0,1,157
"23508",1,0,157,108,0,1,2,157
"23509",1,0,157,109,1,0,2,157
"23510",1,0,157,110,1,0,1,157
"23511",1,0,157,111,1,0,1,157
"23512",1,0,157,112,0,1,1,157
"23513",1,0,157,113,1,0,2,157
"23514",1,0,157,114,1,0,1,157
"23515",1,0,157,115,0,1,1,157
"23516",1,0,157,116,0,1,1,157
"23517",1,0,157,117,1,0,2,157
"23518",1,0,157,118,1,0,2,157
"23519",1,0,157,119,1,0,1,157
"23520",1,0,157,120,0,1,1,157
"23521",1,0,157,121,0,1,1,157
"23522",1,0,157,122,0,1,2,157
"23523",1,0,157,123,0,1,2,157
"23524",1,0,157,124,0,1,2,157
"23525",1,0,157,125,0,1,2,157
"23526",1,0,157,126,0,1,2,157
"23527",1,0,157,127,0,1,2,157
"23528",1,0,157,128,1,0,2,157
"23529",1,0,157,129,0,1,2,157
"23530",1,0,157,130,0,1,2,157
"23531",1,0,157,131,0,1,2,157
"23532",1,0,157,132,0,1,2,157
"23533",1,0,157,133,1,0,2,157
"23534",1,0,157,134,0,1,2,157
"23535",1,0,157,135,0,1,2,157
"23536",1,0,157,136,1,0,2,157
"23537",1,0,157,137,1,0,2,157
"23538",1,0,157,138,1,0,2,157
"23539",1,0,157,139,0,1,1,157
"23540",1,0,157,140,1,0,2,157
"23541",1,0,157,141,1,0,2,157
"23542",1,0,157,142,1,0,2,157
"23543",1,0,157,143,0,1,1,157
"23544",1,0,157,144,1,0,2,157
"23545",1,0,157,145,0,1,2,157
"23546",1,0,157,146,1,0,1,157
"23547",1,0,157,147,1,0,1,157
"23548",1,0,157,148,1,0,1,157
"23549",1,0,157,149,1,0,1,157
"23550",1,0,157,150,1,0,1,157
"23551",1,0,158,1,0,1,1,158
"23552",1,0,158,2,0,1,2,158
"23553",1,0,158,3,1,0,2,158
"23554",1,0,158,4,0,1,2,158
"23555",1,0,158,5,0,1,2,158
"23556",1,0,158,6,1,0,2,158
"23557",1,0,158,7,0,1,2,158
"23558",1,0,158,8,0,1,2,158
"23559",1,0,158,9,0,1,2,158
"23560",1,0,158,10,0,1,2,158
"23561",1,0,158,11,1,0,2,158
"23562",1,0,158,12,0,1,2,158
"23563",1,0,158,13,0,1,2,158
"23564",1,0,158,14,0,1,2,158
"23565",1,0,158,15,0,1,2,158
"23566",1,0,158,16,1,0,2,158
"23567",1,0,158,17,1,0,2,158
"23568",1,0,158,18,1,0,2,158
"23569",1,0,158,19,1,0,1,158
"23570",1,0,158,20,1,0,1,158
"23571",1,0,158,21,1,0,1,158
"23572",1,0,158,22,1,0,1,158
"23573",1,0,158,23,1,0,1,158
"23574",1,0,158,24,1,0,1,158
"23575",1,0,158,25,1,0,1,158
"23576",1,0,158,26,1,0,1,158
"23577",1,0,158,27,1,0,1,158
"23578",1,0,158,28,1,0,1,158
"23579",1,0,158,29,0,1,1,158
"23580",1,0,158,30,1,0,1,158
"23581",1,0,158,31,0,1,1,158
"23582",1,0,158,32,0,1,1,158
"23583",1,0,158,33,0,1,2,158
"23584",1,0,158,34,0,1,1,158
"23585",1,0,158,35,0,1,2,158
"23586",1,0,158,36,0,1,2,158
"23587",1,0,158,37,0,1,2,158
"23588",1,0,158,38,0,1,2,158
"23589",1,0,158,39,0,1,2,158
"23590",1,0,158,40,0,1,2,158
"23591",1,0,158,41,0,1,2,158
"23592",1,0,158,42,0,1,2,158
"23593",1,0,158,43,0,1,2,158
"23594",1,0,158,44,0,1,2,158
"23595",1,0,158,45,0,1,2,158
"23596",1,0,158,46,1,0,2,158
"23597",1,0,158,47,1,0,2,158
"23598",1,0,158,48,1,0,2,158
"23599",1,0,158,49,1,0,2,158
"23600",1,0,158,50,0,1,2,158
"23601",1,0,158,51,1,0,2,158
"23602",1,0,158,52,0,1,2,158
"23603",1,0,158,53,0,1,2,158
"23604",1,0,158,54,1,0,2,158
"23605",1,0,158,55,1,0,1,158
"23606",1,0,158,56,0,1,1,158
"23607",1,0,158,57,0,1,2,158
"23608",1,0,158,58,1,0,2,158
"23609",1,0,158,59,1,0,2,158
"23610",1,0,158,60,1,0,1,158
"23611",1,0,158,61,0,1,1,158
"23612",1,0,158,62,0,1,2,158
"23613",1,0,158,63,0,1,2,158
"23614",1,0,158,64,0,1,2,158
"23615",1,0,158,65,0,1,2,158
"23616",1,0,158,66,0,1,2,158
"23617",1,0,158,67,0,1,2,158
"23618",1,0,158,68,0,1,2,158
"23619",1,0,158,69,0,1,2,158
"23620",1,0,158,70,0,1,2,158
"23621",1,0,158,71,0,1,2,158
"23622",1,0,158,72,0,1,2,158
"23623",1,0,158,73,1,0,2,158
"23624",1,0,158,74,0,1,2,158
"23625",1,0,158,75,0,1,2,158
"23626",1,0,158,76,0,1,2,158
"23627",1,0,158,77,1,0,2,158
"23628",1,0,158,78,1,0,2,158
"23629",1,0,158,79,1,0,2,158
"23630",1,0,158,80,1,0,1,158
"23631",1,0,158,81,1,0,1,158
"23632",1,0,158,82,1,0,1,158
"23633",1,0,158,83,1,0,1,158
"23634",1,0,158,84,0,1,1,158
"23635",1,0,158,85,1,0,1,158
"23636",1,0,158,86,1,0,1,158
"23637",1,0,158,87,1,0,1,158
"23638",1,0,158,88,1,0,1,158
"23639",1,0,158,89,1,0,1,158
"23640",1,0,158,90,1,0,1,158
"23641",1,0,158,91,0,1,1,158
"23642",1,0,158,92,0,1,1,158
"23643",1,0,158,93,0,1,2,158
"23644",1,0,158,94,0,1,2,158
"23645",1,0,158,95,0,1,2,158
"23646",1,0,158,96,0,1,2,158
"23647",1,0,158,97,0,1,2,158
"23648",1,0,158,98,1,0,2,158
"23649",1,0,158,99,0,1,1,158
"23650",1,0,158,100,0,1,2,158
"23651",1,0,158,101,0,1,2,158
"23652",1,0,158,102,0,1,2,158
"23653",1,0,158,103,0,1,2,158
"23654",1,0,158,104,0,1,2,158
"23655",1,0,158,105,1,0,2,158
"23656",1,0,158,106,1,0,2,158
"23657",1,0,158,107,1,0,2,158
"23658",1,0,158,108,0,1,2,158
"23659",1,0,158,109,1,0,2,158
"23660",1,0,158,110,1,0,1,158
"23661",1,0,158,111,1,0,1,158
"23662",1,0,158,112,0,1,1,158
"23663",1,0,158,113,1,0,1,158
"23664",1,0,158,114,1,0,1,158
"23665",1,0,158,115,0,1,1,158
"23666",1,0,158,116,0,1,1,158
"23667",1,0,158,117,1,0,2,158
"23668",1,0,158,118,1,0,2,158
"23669",1,0,158,119,1,0,1,158
"23670",1,0,158,120,0,1,1,158
"23671",1,0,158,121,0,1,1,158
"23672",1,0,158,122,0,1,1,158
"23673",1,0,158,123,0,1,1,158
"23674",1,0,158,124,0,1,1,158
"23675",1,0,158,125,0,1,2,158
"23676",1,0,158,126,0,1,2,158
"23677",1,0,158,127,0,1,2,158
"23678",1,0,158,128,1,0,2,158
"23679",1,0,158,129,0,1,2,158
"23680",1,0,158,130,0,1,2,158
"23681",1,0,158,131,0,1,2,158
"23682",1,0,158,132,0,1,2,158
"23683",1,0,158,133,1,0,2,158
"23684",1,0,158,134,0,1,2,158
"23685",1,0,158,135,0,1,2,158
"23686",1,0,158,136,1,0,2,158
"23687",1,0,158,137,1,0,2,158
"23688",1,0,158,138,1,0,2,158
"23689",1,0,158,139,0,1,2,158
"23690",1,0,158,140,1,0,2,158
"23691",1,0,158,141,1,0,1,158
"23692",1,0,158,142,1,0,1,158
"23693",1,0,158,143,0,1,1,158
"23694",1,0,158,144,1,0,1,158
"23695",1,0,158,145,0,1,1,158
"23696",1,0,158,146,1,0,1,158
"23697",1,0,158,147,1,0,1,158
"23698",1,0,158,148,1,0,1,158
"23699",1,0,158,149,1,0,1,158
"23700",1,0,158,150,1,0,1,158
"23701",1,0,159,1,0,1,1,159
"23702",1,0,159,2,0,1,2,159
"23703",1,0,159,3,1,0,2,159
"23704",1,0,159,4,0,1,1,159
"23705",1,0,159,5,0,1,2,159
"23706",1,0,159,6,1,0,2,159
"23707",1,0,159,7,0,1,2,159
"23708",1,0,159,8,0,1,2,159
"23709",1,0,159,9,0,1,2,159
"23710",1,0,159,10,0,1,2,159
"23711",1,0,159,11,1,0,2,159
"23712",1,0,159,12,0,1,2,159
"23713",1,0,159,13,0,1,2,159
"23714",1,0,159,14,0,1,2,159
"23715",1,0,159,15,0,1,2,159
"23716",1,0,159,16,1,0,2,159
"23717",1,0,159,17,1,0,2,159
"23718",1,0,159,18,1,0,1,159
"23719",1,0,159,19,1,0,1,159
"23720",1,0,159,20,1,0,1,159
"23721",1,0,159,21,1,0,1,159
"23722",1,0,159,22,1,0,1,159
"23723",1,0,159,23,1,0,1,159
"23724",1,0,159,24,1,0,1,159
"23725",1,0,159,25,1,0,1,159
"23726",1,0,159,26,1,0,1,159
"23727",1,0,159,27,1,0,1,159
"23728",1,0,159,28,1,0,1,159
"23729",1,0,159,29,0,1,1,159
"23730",1,0,159,30,1,0,1,159
"23731",1,0,159,31,0,1,1,159
"23732",1,0,159,32,0,1,1,159
"23733",1,0,159,33,0,1,2,159
"23734",1,0,159,34,0,1,2,159
"23735",1,0,159,35,0,1,2,159
"23736",1,0,159,36,0,1,2,159
"23737",1,0,159,37,0,1,2,159
"23738",1,0,159,38,0,1,2,159
"23739",1,0,159,39,0,1,2,159
"23740",1,0,159,40,0,1,2,159
"23741",1,0,159,41,0,1,2,159
"23742",1,0,159,42,0,1,2,159
"23743",1,0,159,43,0,1,2,159
"23744",1,0,159,44,0,1,2,159
"23745",1,0,159,45,0,1,2,159
"23746",1,0,159,46,1,0,2,159
"23747",1,0,159,47,1,0,2,159
"23748",1,0,159,48,1,0,2,159
"23749",1,0,159,49,1,0,1,159
"23750",1,0,159,50,0,1,1,159
"23751",1,0,159,51,1,0,1,159
"23752",1,0,159,52,0,1,1,159
"23753",1,0,159,53,0,1,1,159
"23754",1,0,159,54,1,0,1,159
"23755",1,0,159,55,1,0,1,159
"23756",1,0,159,56,0,1,1,159
"23757",1,0,159,57,0,1,1,159
"23758",1,0,159,58,1,0,2,159
"23759",1,0,159,59,1,0,1,159
"23760",1,0,159,60,1,0,1,159
"23761",1,0,159,61,0,1,1,159
"23762",1,0,159,62,0,1,1,159
"23763",1,0,159,63,0,1,1,159
"23764",1,0,159,64,0,1,1,159
"23765",1,0,159,65,0,1,1,159
"23766",1,0,159,66,0,1,2,159
"23767",1,0,159,67,0,1,2,159
"23768",1,0,159,68,0,1,2,159
"23769",1,0,159,69,0,1,2,159
"23770",1,0,159,70,0,1,2,159
"23771",1,0,159,71,0,1,2,159
"23772",1,0,159,72,0,1,2,159
"23773",1,0,159,73,1,0,2,159
"23774",1,0,159,74,0,1,2,159
"23775",1,0,159,75,0,1,2,159
"23776",1,0,159,76,0,1,2,159
"23777",1,0,159,77,1,0,2,159
"23778",1,0,159,78,1,0,2,159
"23779",1,0,159,79,1,0,2,159
"23780",1,0,159,80,1,0,1,159
"23781",1,0,159,81,1,0,1,159
"23782",1,0,159,82,1,0,1,159
"23783",1,0,159,83,1,0,1,159
"23784",1,0,159,84,0,1,1,159
"23785",1,0,159,85,1,0,1,159
"23786",1,0,159,86,1,0,1,159
"23787",1,0,159,87,1,0,1,159
"23788",1,0,159,88,1,0,1,159
"23789",1,0,159,89,1,0,1,159
"23790",1,0,159,90,1,0,1,159
"23791",1,0,159,91,0,1,1,159
"23792",1,0,159,92,0,1,1,159
"23793",1,0,159,93,0,1,1,159
"23794",1,0,159,94,0,1,2,159
"23795",1,0,159,95,0,1,2,159
"23796",1,0,159,96,0,1,2,159
"23797",1,0,159,97,0,1,2,159
"23798",1,0,159,98,1,0,2,159
"23799",1,0,159,99,0,1,2,159
"23800",1,0,159,100,0,1,2,159
"23801",1,0,159,101,0,1,2,159
"23802",1,0,159,102,0,1,2,159
"23803",1,0,159,103,0,1,2,159
"23804",1,0,159,104,0,1,2,159
"23805",1,0,159,105,1,0,2,159
"23806",1,0,159,106,1,0,2,159
"23807",1,0,159,107,1,0,2,159
"23808",1,0,159,108,0,1,1,159
"23809",1,0,159,109,1,0,2,159
"23810",1,0,159,110,1,0,1,159
"23811",1,0,159,111,1,0,1,159
"23812",1,0,159,112,0,1,1,159
"23813",1,0,159,113,1,0,1,159
"23814",1,0,159,114,1,0,1,159
"23815",1,0,159,115,0,1,1,159
"23816",1,0,159,116,0,1,1,159
"23817",1,0,159,117,1,0,1,159
"23818",1,0,159,118,1,0,1,159
"23819",1,0,159,119,1,0,1,159
"23820",1,0,159,120,0,1,1,159
"23821",1,0,159,121,0,1,1,159
"23822",1,0,159,122,0,1,1,159
"23823",1,0,159,123,0,1,2,159
"23824",1,0,159,124,0,1,2,159
"23825",1,0,159,125,0,1,2,159
"23826",1,0,159,126,0,1,2,159
"23827",1,0,159,127,0,1,2,159
"23828",1,0,159,128,1,0,2,159
"23829",1,0,159,129,0,1,2,159
"23830",1,0,159,130,0,1,2,159
"23831",1,0,159,131,0,1,2,159
"23832",1,0,159,132,0,1,2,159
"23833",1,0,159,133,1,0,2,159
"23834",1,0,159,134,0,1,2,159
"23835",1,0,159,135,0,1,2,159
"23836",1,0,159,136,1,0,2,159
"23837",1,0,159,137,1,0,2,159
"23838",1,0,159,138,1,0,2,159
"23839",1,0,159,139,0,1,1,159
"23840",1,0,159,140,1,0,1,159
"23841",1,0,159,141,1,0,1,159
"23842",1,0,159,142,1,0,1,159
"23843",1,0,159,143,0,1,1,159
"23844",1,0,159,144,1,0,1,159
"23845",1,0,159,145,0,1,1,159
"23846",1,0,159,146,1,0,1,159
"23847",1,0,159,147,1,0,1,159
"23848",1,0,159,148,1,0,1,159
"23849",1,0,159,149,1,0,1,159
"23850",1,0,159,150,1,0,1,159
"23851",1,0,160,1,0,1,1,160
"23852",1,0,160,2,0,1,2,160
"23853",1,0,160,3,1,0,2,160
"23854",1,0,160,4,0,1,2,160
"23855",1,0,160,5,0,1,2,160
"23856",1,0,160,6,1,0,2,160
"23857",1,0,160,7,0,1,1,160
"23858",1,0,160,8,0,1,1,160
"23859",1,0,160,9,0,1,2,160
"23860",1,0,160,10,0,1,2,160
"23861",1,0,160,11,1,0,2,160
"23862",1,0,160,12,0,1,2,160
"23863",1,0,160,13,0,1,2,160
"23864",1,0,160,14,0,1,2,160
"23865",1,0,160,15,0,1,2,160
"23866",1,0,160,16,1,0,2,160
"23867",1,0,160,17,1,0,2,160
"23868",1,0,160,18,1,0,2,160
"23869",1,0,160,19,1,0,1,160
"23870",1,0,160,20,1,0,1,160
"23871",1,0,160,21,1,0,1,160
"23872",1,0,160,22,1,0,1,160
"23873",1,0,160,23,1,0,1,160
"23874",1,0,160,24,1,0,1,160
"23875",1,0,160,25,1,0,2,160
"23876",1,0,160,26,1,0,1,160
"23877",1,0,160,27,1,0,2,160
"23878",1,0,160,28,1,0,1,160
"23879",1,0,160,29,0,1,1,160
"23880",1,0,160,30,1,0,2,160
"23881",1,0,160,31,0,1,1,160
"23882",1,0,160,32,0,1,1,160
"23883",1,0,160,33,0,1,2,160
"23884",1,0,160,34,0,1,2,160
"23885",1,0,160,35,0,1,2,160
"23886",1,0,160,36,0,1,2,160
"23887",1,0,160,37,0,1,2,160
"23888",1,0,160,38,0,1,2,160
"23889",1,0,160,39,0,1,2,160
"23890",1,0,160,40,0,1,2,160
"23891",1,0,160,41,0,1,2,160
"23892",1,0,160,42,0,1,2,160
"23893",1,0,160,43,0,1,1,160
"23894",1,0,160,44,0,1,2,160
"23895",1,0,160,45,0,1,2,160
"23896",1,0,160,46,1,0,2,160
"23897",1,0,160,47,1,0,1,160
"23898",1,0,160,48,1,0,2,160
"23899",1,0,160,49,1,0,2,160
"23900",1,0,160,50,0,1,2,160
"23901",1,0,160,51,1,0,1,160
"23902",1,0,160,52,0,1,1,160
"23903",1,0,160,53,0,1,1,160
"23904",1,0,160,54,1,0,1,160
"23905",1,0,160,55,1,0,2,160
"23906",1,0,160,56,0,1,1,160
"23907",1,0,160,57,0,1,1,160
"23908",1,0,160,58,1,0,2,160
"23909",1,0,160,59,1,0,2,160
"23910",1,0,160,60,1,0,1,160
"23911",1,0,160,61,0,1,1,160
"23912",1,0,160,62,0,1,1,160
"23913",1,0,160,63,0,1,2,160
"23914",1,0,160,64,0,1,1,160
"23915",1,0,160,65,0,1,2,160
"23916",1,0,160,66,0,1,2,160
"23917",1,0,160,67,0,1,2,160
"23918",1,0,160,68,0,1,2,160
"23919",1,0,160,69,0,1,2,160
"23920",1,0,160,70,0,1,2,160
"23921",1,0,160,71,0,1,2,160
"23922",1,0,160,72,0,1,2,160
"23923",1,0,160,73,1,0,2,160
"23924",1,0,160,74,0,1,2,160
"23925",1,0,160,75,0,1,2,160
"23926",1,0,160,76,0,1,2,160
"23927",1,0,160,77,1,0,1,160
"23928",1,0,160,78,1,0,2,160
"23929",1,0,160,79,1,0,2,160
"23930",1,0,160,80,1,0,1,160
"23931",1,0,160,81,1,0,1,160
"23932",1,0,160,82,1,0,1,160
"23933",1,0,160,83,1,0,2,160
"23934",1,0,160,84,0,1,1,160
"23935",1,0,160,85,1,0,1,160
"23936",1,0,160,86,1,0,2,160
"23937",1,0,160,87,1,0,1,160
"23938",1,0,160,88,1,0,1,160
"23939",1,0,160,89,1,0,1,160
"23940",1,0,160,90,1,0,1,160
"23941",1,0,160,91,0,1,1,160
"23942",1,0,160,92,0,1,1,160
"23943",1,0,160,93,0,1,1,160
"23944",1,0,160,94,0,1,2,160
"23945",1,0,160,95,0,1,2,160
"23946",1,0,160,96,0,1,2,160
"23947",1,0,160,97,0,1,1,160
"23948",1,0,160,98,1,0,2,160
"23949",1,0,160,99,0,1,2,160
"23950",1,0,160,100,0,1,2,160
"23951",1,0,160,101,0,1,2,160
"23952",1,0,160,102,0,1,2,160
"23953",1,0,160,103,0,1,2,160
"23954",1,0,160,104,0,1,2,160
"23955",1,0,160,105,1,0,2,160
"23956",1,0,160,106,1,0,2,160
"23957",1,0,160,107,1,0,1,160
"23958",1,0,160,108,0,1,1,160
"23959",1,0,160,109,1,0,2,160
"23960",1,0,160,110,1,0,2,160
"23961",1,0,160,111,1,0,1,160
"23962",1,0,160,112,0,1,2,160
"23963",1,0,160,113,1,0,1,160
"23964",1,0,160,114,1,0,2,160
"23965",1,0,160,115,0,1,1,160
"23966",1,0,160,116,0,1,2,160
"23967",1,0,160,117,1,0,2,160
"23968",1,0,160,118,1,0,2,160
"23969",1,0,160,119,1,0,2,160
"23970",1,0,160,120,0,1,1,160
"23971",1,0,160,121,0,1,1,160
"23972",1,0,160,122,0,1,1,160
"23973",1,0,160,123,0,1,1,160
"23974",1,0,160,124,0,1,2,160
"23975",1,0,160,125,0,1,2,160
"23976",1,0,160,126,0,1,1,160
"23977",1,0,160,127,0,1,2,160
"23978",1,0,160,128,1,0,2,160
"23979",1,0,160,129,0,1,2,160
"23980",1,0,160,130,0,1,2,160
"23981",1,0,160,131,0,1,2,160
"23982",1,0,160,132,0,1,2,160
"23983",1,0,160,133,1,0,2,160
"23984",1,0,160,134,0,1,2,160
"23985",1,0,160,135,0,1,2,160
"23986",1,0,160,136,1,0,2,160
"23987",1,0,160,137,1,0,2,160
"23988",1,0,160,138,1,0,2,160
"23989",1,0,160,139,0,1,2,160
"23990",1,0,160,140,1,0,2,160
"23991",1,0,160,141,1,0,2,160
"23992",1,0,160,142,1,0,2,160
"23993",1,0,160,143,0,1,1,160
"23994",1,0,160,144,1,0,2,160
"23995",1,0,160,145,0,1,1,160
"23996",1,0,160,146,1,0,2,160
"23997",1,0,160,147,1,0,2,160
"23998",1,0,160,148,1,0,1,160
"23999",1,0,160,149,1,0,1,160
"24000",1,0,160,150,1,0,1,160
"24001",1,0,161,1,0,1,1,161
"24002",1,0,161,2,0,1,2,161
"24003",1,0,161,3,1,0,2,161
"24004",1,0,161,4,0,1,2,161
"24005",1,0,161,5,0,1,2,161
"24006",1,0,161,6,1,0,2,161
"24007",1,0,161,7,0,1,2,161
"24008",1,0,161,8,0,1,2,161
"24009",1,0,161,9,0,1,2,161
