Include.exclude,Full text screened,Reason,Publication.Type,Authors_wos,Book.Authors,Book.Editors,Book.Group.Authors,Author.Full.Names,Book.Author.Full.Names,Group.Authors,Article.Title,Source.Title,Book.Series.Title,Book.Series.Subtitle,Language,Document.Type,Conference.Title,Conference.Date,Conference.Location,Conference.Sponsor,Conference.Host,Author.Keywords,Keywords.Plus,Abstract,Addresses,Reprint.Addresses,Email.Addresses,Researcher.Ids,ORCIDs,Funding.Orgs,Funding.Text,Cited.References,Cited.Reference.Count,Times.Cited..WoS.Core,Times.Cited..All.Databases,X180.Day.Usage.Count,Since.2013.Usage.Count,Publisher,Publisher.City,Publisher.Address,ISSN,eISSN,ISBN,Journal.Abbreviation,Journal.ISO.Abbreviation,Publication.Date,Publication.Year_wos,Volume,Issue,Part.Number,Supplement,Special.Issue,Meeting.Abstract,Start.Page,End.Page,Article.Number,DOI,Book.DOI,Early.Access.Date,Number.of.Pages,WoS.Categories,Research.Areas,IDS.Number,UT..Unique.WOS.ID.,Pubmed.Id,Open.Access.Designations,Highly.Cited.Status,Hot.Paper.Status,Date.of.Export,X,PMID,Authors_pubmed,Citation,First.Author,Journal.Book,Publication.Year_pubmed,Create.Date,PMCID,NIHMS.ID,ORN,VN,DB,SO,AU,PB,PT,FTURL,XL,OT,Authors,Year,Source,Publishergscholar,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOIgscholar
0,0,In birds,J,"Ding, L; Perkel, DJ",NA,,,"Ding, L; Perkel, DJ",NA,NA,Long-term potentiation in an avian basal ganglia nucleus essential for vocal learning,JOURNAL OF NEUROSCIENCE,,NA,NA,NA,,,,,,NA,NA,"Vocal learning in songbirds provides an excellent model for sensorimotor learning in vertebrates, with an accessible, well-defined behavior and discrete neural substrate. The rich behavioral plasticity exhibited by songbirds, however, contrasts starkly with the scarcity of candidate cellular mechanisms. Here, we report for the first time on an activity-dependent form of synaptic plasticity in area X, a component of the song system required for song learning and song maintenance. In slice preparations of zebra finch area X, pairing of high-frequency presynaptic stimulation with postsynaptic depolarization induces Hebbian long-term potentiation (LTP) of the glutamatergic inputs to spiny neurons. This form of LTP requires activation of NMDA receptors and D1-like dopamine receptors. In addition, LTP is observed in birds as young as 47 d after hatching and also in adult birds but not in younger birds, providing evidence of developmental regulation of the onset of synaptic plasticity. These properties make this form of LTP the best known candidate mechanism for reinforcement-based vocal learning in juveniles and song maintenance in adult birds.",NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0270-6474,1529-2401,,NA,NA,Jan-14,2004,24,2,NA,,,,488,494,,10.1523/JNEUROSCI.4358-03.2004,,,NA,NA,NA,NA,WOS:000188098000020,14724247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Adapting treatment strategy using RL,NA,NA,NA,NA,NA,NA,NA,NA,Constructing evidence-based treatment strategies using methods from computer science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.drugalcdep.2007.01.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17320311,"Pineau J, Bellemare MG, Rush AJ, Ghizaru A, Murphy SA.",Drug Alcohol Depend. 2007 May;88 Suppl 2(Suppl 2):S52-60. doi: 10.1016/j.drugalcdep.2007.01.005. Epub 2007 Feb 21.,Pineau J,Drug Alcohol Depend,2007,27/02/2007,PMC1934348,NIHMS22100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Predictive reward signal of dopamine neurons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1152/jn.1998.80.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9658025,Schultz W.,J Neurophysiol. 1998 Jul;80(1):1-27. doi: 10.1152/jn.1998.80.1.1.,Schultz W,J Neurophysiol,1998,11/07/1998,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,In OCD/substance use disorders,NA,NA,NA,NA,NA,NA,NA,NA,Computational modelling reveals contrasting effects on reinforcement learning and cognitive flexibility in stimulant use disorder and obsessive-compulsive disorder: remediating effects of dopaminergic D2/3 receptor agents,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s00213-019-05325-w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31324936,"Kanen JW, Ersche KD, Fineberg NA, Robbins TW, Cardinal RN.",Psychopharmacology (Berl). 2019 Aug;236(8):2337-2358. doi: 10.1007/s00213-019-05325-w. Epub 2019 Jul 20.,Kanen JW,Psychopharmacology (Berl),2019,21/07/2019,PMC6820481,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Intact Reinforcement Learning But Impaired Attentional Control During Multidimensional Probabilistic Learning in Older Adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1523/JNEUROSCI.0254-19.2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31826943,"Daniel R, Radulescu A, Niv Y.",J Neurosci. 2020 Jan 29;40(5):1084-1096. doi: 10.1523/JNEUROSCI.0254-19.2019. Epub 2019 Dec 11.,Daniel R,J Neurosci,2020,13/12/2019,PMC6989001,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,Computational modelling of social cognition and behaviour-a reinforcement learning primer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1093/scan/nsaa040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32232358,"Lockwood PL, Klein-Flügge M.",Soc Cogn Affect Neurosci. 2020 Mar 30:nsaa040. doi: 10.1093/scan/nsaa040. Online ahead of print.,Lockwood PL,Soc Cogn Affect Neurosci,2020,02/04/2020,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Conference abstracts,NA,NA,NA,NA,NA,NA,NA,NA,25th Annual Computational Neuroscience Meeting: CNS-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1186/s12868-016-0283-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27534393,"Sharpee TO, Destexhe A, Kawato M, Sekuli? V, Skinner FK, Wójcik DK, Chintaluri C, Cserpán D, Somogyvári Z, Kim JK, Kilpatrick ZP, Bennett MR, Josi? K, Elices I, Arroyo D, Levi R, Rodriguez FB, Varona P, Hwang E, Kim B, Han HB, Kim T, McKenna JT, Brown RE, McCarley RW, Choi JH, Rankin J, Popp PO, Rinzel J, Tabas A, Rupp A, Balaguer-Ballester E, Maturana MI, Grayden DB, Cloherty SL, Kameneva T, Ibbotson MR, Meffin H, Koren V, Lochmann T, Dragoi V, Obermayer K, Psarrou M, Schilstra M, Davey N, Torben-Nielsen B, Steuber V, Ju H, Yu J, Hines ML, Chen L, Yu Y, Kim J, Leahy W, Shlizerman E, Birgiolas J, Gerkin RC, Crook SM, Viriyopase A, Memmesheimer RM, Gielen S, Dabaghian Y, DeVito J, Perotti L, Kim AJ, Fenk LM, Cheng C, Maimon G, Zhao C, Widmer Y, Sprecher S, Senn W, Halnes G, Mäki-Marttunen T, Keller D, Pettersen KH, Andreassen OA, Einevoll GT, Yamada Y, Steyn-Ross ML, Alistair Steyn-Ross D, Mejias JF, Murray JD, Kennedy H, Wang XJ, Kruscha A, Grewe J, Benda J, Lindner B, Badel L, Ohta K, Tsuchimoto Y, Kazama H, Kahng B, Tam ND, Pollonini L, Zouridakis G, Soh J, Kim D, Yoo M, et al.",BMC Neurosci. 2016 Aug 18;17 Suppl 1(Suppl 1):54. doi: 10.1186/s12868-016-0283-6.,Sharpee TO,BMC Neurosci,2016,19/08/2016,PMC5001212,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,The Neurobiology of Personal Control During Reward Learning and Its Relationship to Mood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.bpsc.2018.09.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30470583,"Romaniuk L, Sandu AL, Waiter GD, McNeil CJ, Xueyi S, Harris MA, Macfarlane JA, Lawrie SM, Deary IJ, Murray AD, Delgado MR, Steele JD, McIntosh AM, Whalley HC.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2019 Feb;4(2):190-199. doi: 10.1016/j.bpsc.2018.09.015. Epub 2018 Oct 9.,Romaniuk L,Biol Psychiatry Cogn Neurosci Neuroimaging,2019,25/11/2018,PMC6374985,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,Translational tests involving non-reward: methodological considerations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s00213-018-5062-x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30306228,"Phillips BU, Lopez-Cruz L, Saksida LM, Bussey TJ.",Psychopharmacology (Berl). 2019 Jan;236(1):449-461. doi: 10.1007/s00213-018-5062-x. Epub 2018 Oct 10.,Phillips BU,Psychopharmacology (Berl),2019,12/10/2018,PMC6373191,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REPEAT PREVIOUS,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Social reinforcement learning as a predictor of real-life experiences in individuals with high and low depressive symptomatology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1017/S0033291719003222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31831095,"Frey AL, Frank MJ, McCabe C.",Psychol Med. 2019 Dec 13:1-8. doi: 10.1017/S0033291719003222. Online ahead of print.,Frey AL,Psychol Med,2019,14/12/2019,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL Frey, MJ Frank, C McCabe",2019,Psychological Medicine,cambridge.org,https://www.cambridge.org/core/journals/psychological-medicine/article/social-reinforcement-learning-as-a-predictor-of-reallife-experiences-in-individuals-with-high-and-low-depressive-symptomatology/0F25997C1E0CC5556F6A25969FC28975,"https://scholar.google.com/scholar?cites=4902732568749783014&as_sdt=2005&sciodt=0,5&hl=en",17,03/12/2020 13:53,,NA
0,0,Bipolar relatives - not actual cases,NA,NA,NA,NA,NA,NA,NA,NA,Aberrant probabilistic reinforcement learning in first-degree relatives of individuals with bipolar disorder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.jad.2019.11.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32056775,"Linke JO, Koppe G, Scholz V, Kanske P, Durstewitz D, Wessa M.",J Affect Disord. 2020 Mar 1;264:400-406. doi: 10.1016/j.jad.2019.11.063. Epub 2019 Nov 12.,Linke JO,J Affect Disord,2020,15/02/2020,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,Not reinforcement learning,NA,NA,NA,NA,NA,NA,NA,NA,Stratification of the risk of bipolar disorder recurrences in pregnancy and postpartum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1192/bjp.2018.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30113284,"Di Florio A, Gordon-Smith K, Forty L, Kosorok MR, Fraser C, Perry A, Bethell A, Craddock N, Jones L, Jones I.",Br J Psychiatry. 2018 Sep;213(3):542-547. doi: 10.1192/bjp.2018.92.,Di Florio A,Br J Psychiatry,2018,17/08/2018,PMC6429257,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,In substance abuse,NA,NA,NA,NA,NA,NA,NA,NA,Substance use is associated with reduced devaluation sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3758/s13415-018-0638-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30377929,"Byrne KA, Otto AR, Pang B, Patrick CJ, Worthy DA.",Cogn Affect Behav Neurosci. 2019 Feb;19(1):40-55. doi: 10.3758/s13415-018-0638-9.,Byrne KA,Cogn Affect Behav Neurosci,2019,01/11/2018,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Model of gaze,NA,NA,NA,NA,NA,NA,NA,NA,Learning Process of Gaze Following: Computational Modeling Based on Reinforcement Learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3389/fpsyg.2020.00213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32194471,"Ishikawa M, Senju A, Itakura S.",Front Psychol. 2020 Mar 3;11:213. doi: 10.3389/fpsyg.2020.00213. eCollection 2020.,Ishikawa M,Front Psychol,2020,21/03/2020,PMC7063100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,In compulsivity,NA,NA,NA,NA,NA,NA,NA,NA,Improving the Reliability of Computational Analyses: Model-Based Planning and Its Relationship With Compulsivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.bpsc.2019.12.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32249207,"Brown VM, Chen J, Gillan CM, Price RB.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2020 Jun;5(6):601-609. doi: 10.1016/j.bpsc.2019.12.019. Epub 2020 Jan 13.,Brown VM,Biol Psychiatry Cogn Neurosci Neuroimaging,2020,07/04/2020,PMC7286766,NIHMS1549699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,"In children, no clinical group",NA,NA,NA,NA,NA,NA,NA,NA,Is the encoding of Reward Prediction Error reliable during development?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.neuroimage.2018.05.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29777827,"Keren H, Chen G, Benson B, Ernst M, Leibenluft E, Fox NA, Pine DS, Stringaris A.",Neuroimage. 2018 Sep;178:266-276. doi: 10.1016/j.neuroimage.2018.05.039. Epub 2018 May 16.,Keren H,Neuroimage,2018,20/05/2018,PMC7518449,NIHMS1069041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,In stroke/prosthetics,NA,NA,NA,NA,NA,NA,NA,NA,Constraints and Adaptation of Closed-Loop Neuroprosthetics for Functional Restoration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3389/fnins.2017.00111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28348511,"Bauer R, Gharabaghi A.",Front Neurosci. 2017 Mar 13;11:111. doi: 10.3389/fnins.2017.00111. eCollection 2017.,Bauer R,Front Neurosci,2017,29/03/2017,PMC5346545,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,In mice,NA,NA,NA,NA,NA,NA,NA,NA,Mice with reduced DAT levels recreate seasonal-induced switching between states in bipolar disorder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1038/s41386-018-0031-y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29520059,"Young JW, Cope ZA, Romoli B, Schrurs E, Aniek Joosen, van Enkhuizen J, Sharp RF, Dulcis D.",Neuropsychopharmacology. 2018 Jul;43(8):1721-1731. doi: 10.1038/s41386-018-0031-y. Epub 2018 Feb 27.,Young JW,Neuropsychopharmacology,2018,10/03/2018,PMC6006292,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,"Using reinforcement learning models in social neuroscience: frameworks, pitfalls and suggestions of best practices",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1093/scan/nsaa089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32608484,"Zhang L, Lengersdorff L, Mikus N, Gläscher J, Lamm C.",Soc Cogn Affect Neurosci. 2020 Jul 30;15(6):695-707. doi: 10.1093/scan/nsaa089.,Zhang L,Soc Cogn Affect Neurosci,2020,02/07/2020,PMC7393303,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L Zhang, L Lengersdorff, N Mikus…",2020,Social cognitive and …,academic.oup.com,https://academic.oup.com/scan/article-abstract/15/6/695/5864690,"https://scholar.google.com/scholar?cites=1802096668430008461&as_sdt=2005&sciodt=0,5&hl=en",109,03/12/2020 13:53,,NA
0,0,In OCD,NA,NA,NA,NA,NA,NA,NA,NA,Increased fronto-striatal reward prediction errors moderate decision making in obsessive-compulsive disorder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1017/S0033291716003305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28065182,"Hauser TU, Iannaccone R, Dolan RJ, Ball J, Hättenschwiler J, Drechsler R, Rufer M, Brandeis D, Walitza S, Brem S.",Psychol Med. 2017 May;47(7):1246-1258. doi: 10.1017/S0033291716003305. Epub 2017 Jan 9.,Hauser TU,Psychol Med,2017,10/01/2017,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Robust valence-induced biases on motor response and confidence in human reinforcement learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3758/s13415-020-00826-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32875531,"Ting CC, Palminteri S, Engelmann JB, Lebreton M.",Cogn Affect Behav Neurosci. 2020 Dec;20(6):1184-1199. doi: 10.3758/s13415-020-00826-0.,Ting CC,Cogn Affect Behav Neurosci,2020,03/09/2020,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Adolescent-specific patterns of behavior and neural activity during social reinforcement learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3758/s13415-014-0257-z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24550063,"Jones RM, Somerville LH, Li J, Ruberry EJ, Powers A, Mehta N, Dyke J, Casey BJ.",Cogn Affect Behav Neurosci. 2014 Jun;14(2):683-97. doi: 10.3758/s13415-014-0257-z.,Jones RM,Cogn Affect Behav Neurosci,2014,20/02/2014,PMC4127887,NIHMS568268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,For traffic,NA,NA,NA,NA,NA,NA,NA,NA,Cooperative Traffic Signal Control with Traffic Flow Prediction in Multi-Intersection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3390/s20010137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31878251,"Kim D, Jeong O.",Sensors (Basel). 2019 Dec 24;20(1):137. doi: 10.3390/s20010137.,Kim D,Sensors (Basel),2019,28/12/2019,PMC6982755,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,Review paper,NA,NA,NA,NA,NA,NA,NA,NA,[Roles of altered striatal function in major depression],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22868883,"Furuyashiki T, Deguchi Y.",Brain Nerve. 2012 Aug;64(8):919-26.,Furuyashiki T,Brain Nerve,2012,08/08/2012,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,No clinical group,NA,NA,NA,NA,NA,NA,NA,NA,Neural basis of decision making guided by emotional outcomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1152/jn.00564.2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25695644,"Katahira K, Matsuda YT, Fujimura T, Ueno K, Asamizuya T, Suzuki C, Cheng K, Okanoya K, Okada M.",J Neurophysiol. 2015 May 1;113(9):3056-68. doi: 10.1152/jn.00564.2014. Epub 2015 Feb 18.,Katahira K,J Neurophysiol,2015,20/02/2015,PMC4455562,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,In sleep deprivation not dep/anx,NA,NA,NA,NA,NA,NA,NA,NA,Does insufficient sleep affect how you learn from reward or punishment? Reinforcement learning after 2 nights of sleep restriction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1111/jsr.13236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33219629,"Gerhardsson A, Porada DK, Lundström JN, Axelsson J, Schwarz J.",J Sleep Res. 2020 Nov 20:e13236. doi: 10.1111/jsr.13236. Online ahead of print.,Gerhardsson A,J Sleep Res,2020,21/11/2020,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
