Include/exclude,Reason,Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
,,J,"Baker, TE; Stockwell, T; Holroyd, CB",,,,"Baker, Travis E.; Stockwell, Tim; Holroyd, Clay B.",,,"Constraints on decision making: Implications from genetics, personality, and addiction",COGNITIVE AFFECTIVE & BEHAVIORAL NEUROSCIENCE,,,,,,,,,,,,"An influential neurocomputational theory of the biological mechanisms of decision making, the basal ganglia go/no-go model, holds that individual variability in decision making is determined by differences in the makeup of a striatal system for approach and avoidance learning. The model has been tested empirically with the probabilistic selection task (PST), which determines whether individuals learn better from positive or negative feedback. In accordance with the model, in the present study we examined whether an individual's ability to learn from positive and negative reinforcement can be predicted by genetic factors related to the midbrain dopamine system. We also asked whether psychiatric and personality factors related to substance dependence and dopamine affect PST performance. Although we found characteristics that predicted individual differences in approach versus avoidance learning, these observations were qualified by additional findings that appear inconsistent with the predictions of the go/no-go model. These results highlight a need for future research to validate the PST as a measure of basal ganglia reward learning.",,,,,"Stockwell, Tim/0000-0002-5696-6803",,,,,,,,,,,,1530-7026,1531-135X,,,,SEP,2013,13,3,,,,,417,436,,10.3758/s13415-013-0164-8,,,,,,,WOS:000324557900001,23658007,,,,,
,,J,"Myers, CE; Moustafa, AA; Sheynin, J; VanMeenen, KM; Gilbertson, MW; Orr, SP; Beck, KD; Pang, KCH; Servatius, RJ",,,,"Myers, Catherine E.; Moustafa, Ahmed A.; Sheynin, Jony; VanMeenen, Kirsten M.; Gilbertson, Mark W.; Orr, Scott P.; Beck, Kevin D.; Pang, Kevin C. H.; Servatius, Richard J.",,,"Learning to Obtain Reward, but Not Avoid Punishment, Is Affected by Presence of PTSD Symptoms in Male Veterans: Empirical Data and Computational Model",PLOS ONE,,,,,,,,,,,,"Post-traumatic stress disorder (PTSD) symptoms include behavioral avoidance which is acquired and tends to increase with time. This avoidance may represent a general learning bias; indeed, individuals with PTSD are often faster than controls on acquiring conditioned responses based on physiologically-aversive feedback. However, it is not clear whether this learning bias extends to cognitive feedback, or to learning from both reward and punishment. Here, male veterans with self-reported current, severe PTSD symptoms (PTSS group) or with few or no PTSD symptoms (control group) completed a probabilistic classification task that included both reward-based and punishment-based trials, where feedback could take the form of reward, punishment, or an ambiguous no-feedback outcome that could signal either successful avoidance of punishment or failure to obtain reward. The PTSS group outperformed the control group in total points obtained; the PTSS group specifically performed better than the control group on reward-based trials, with no difference on punishment-based trials. To better understand possible mechanisms underlying observed performance, we used a reinforcement learning model of the task, and applied maximum likelihood estimation techniques to derive estimated parameters describing individual participants' behavior. Estimations of the reinforcement value of the no-feedback outcome were significantly greater in the control group than the PTSS group, suggesting that the control group was more likely to value this outcome as positively reinforcing (i.e., signaling successful avoidance of punishment). This is consistent with the control group's generally poorer performance on reward trials, where reward feedback was to be obtained in preference to the no-feedback outcome. Differences in the interpretation of ambiguous feedback may contribute to the facilitated reinforcement learning often observed in PTSD patients, and may in turn provide new insight into how pathological behaviors are acquired and maintained in PTSD.",,,,"Myers, Catherine E./AAU-5804-2020","Myers, Catherine E./0000-0002-2776-4823; Moustafa, Ahmed/0000-0001-5971-273X; Servatius, Richard/0000-0002-7023-4895",,,,,,,,,,,,1932-6203,,,,,AUG 27,2013,8,8,,,,,,,e72508,10.1371/journal.pone.0072508,,,,,,,WOS:000323815200045,24015254,,,,,
,,J,"Dygdon, JA; Dienes, KA",,,,"Dygdon, Judith A.; Dienes, Kimberly A.",,,BEHAVIORAL EXCESSES IN DEPRESSION: A LEARNING THEORY HYPOTHESIS,DEPRESSION AND ANXIETY,,,,,,,,,,,,"This paper reviews two learning theory-based models of experiential contributions to depression: response contingent positive reinforcement and learned helplessness. The authors argue that these models connect to a phenomenon that may explain why symptoms of behavioral excess (e.g. rumination) often occur in depression that is otherwise marked by symptoms of behavioral deficit (e.g. anhedonia). Specifically, the authors illustrate that that concept of schedule strain (or low rates of response contingent reinforcement giving rise to low frequencies of behavior) unites these models. Depression is more likely, or more severe, when schedule strain conditions occur in situations containing reinforcers important to the individual and/or when they simultaneously occur in a number of situations. Conditions of schedule strain are known to give rise to adjunctive behaviors: apparently irrelevant, easy behaviors that deliver immediate reinforcement. This paper suggests that, for some depressed individuals, behavioral excess symptoms like rumination and overeating might serve adjunctive functions. Implications of this hypothesis are discussed. (C) 2013 Wiley Periodicals, Inc.",,,,,"Dienes, Kimberly/0000-0002-6119-7025",,,,,,,,,,,,1091-4269,,,,,JUN,2013,30,6,,,,,598,605,,10.1002/da.22111,,,,,,,WOS:000319872200012,23554104,,,,,
,,J,"Kim, B; Hawes, SL; Gillani, F; Wallace, LJ; Blackwell, KT",,,,"Kim, BoHung; Hawes, Sarah L.; Gillani, Fawad; Wallace, Lane J.; Blackwell, Kim T.",,,Signaling Pathways Involved in Striatal Synaptic Plasticity are Sensitive to Temporal Pattern and Exhibit Spatial Specificity,PLOS COMPUTATIONAL BIOLOGY,,,,,,,,,,,,"The basal ganglia is a brain region critically involved in reinforcement learning and motor control. Synaptic plasticity in the striatum of the basal ganglia is a cellular mechanism implicated in learning and neuronal information processing. Therefore, understanding how different spatio-temporal patterns of synaptic input select for different types of plasticity is key to understanding learning mechanisms. In striatal medium spiny projection neurons (MSPN), both long term potentiation (LTP) and long term depression (LTD) require an elevation in intracellular calcium concentration; however, it is unknown how the post-synaptic neuron discriminates between different patterns of calcium influx. Using computer modeling, we investigate the hypothesis that temporal pattern of stimulation can select for either endocannabinoid production (for LTD) or protein kinase C (PKC) activation (for LTP) in striatal MSPNs. We implement a stochastic model of the post-synaptic signaling pathways in a dendrite with one or more diffusionally coupled spines. The model is validated by comparison to experiments measuring endocannabinoid-dependent depolarization induced suppression of inhibition. Using the validated model, simulations demonstrate that theta burst stimulation, which produces LTP, increases the activation of PKC as compared to 20 Hz stimulation, which produces LTD. The model prediction that PKC activation is required for theta burst LTP is confirmed experimentally. Using the ratio of PKC to endocannabinoid production as an index of plasticity direction, model simulations demonstrate that LTP exhibits spine level spatial specificity, whereas LTD is more diffuse. These results suggest that spatio-temporal control of striatal information processing employs these Gq coupled pathways.",,,,"Kim, BoHung/D-2848-2011","Kim, BoHung/0000-0002-2280-2018; Blackwell, Kim/0000-0003-4711-2344",,,,,,,,,,,,,1553-7358,,,,MAR,2013,9,3,,,,,,,e1002953,10.1371/journal.pcbi.1002953,,,,,,,WOS:000316864200026,23516346,,,,,
,,J,"Golkar, A; Bellander, M; Ohman, A",,,,"Golkar, Armita; Bellander, Martin; Ohman, Arne",,,Temporal Properties of Fear Extinction - Does Time Matter?,BEHAVIORAL NEUROSCIENCE,,,,,,,,,,,,"Fear extinction can be defined as the weakening of the expression of a conditioned response (CR) by extended experience of nonreinforcement. Conceptually, two distinct models have been invoked to account for extinction. R. A. Rescorla and A. R. Wagner (1972, A theory of Pavlovian conditioning: Variations in the effectiveness of reinforcement and nonreinforcement, in A. H. B. W. F. Prokasy (Ed.), Classical conditioning: II. Current research and theory, pp. 64-99, New York, NY, Appleton-Century-Crofts) postulated that the number of exposure trials is the primary determinant of CR decrement, whereas C. R. Gallistel and J. Gibbon (2000, Time, rate, and conditioning, Psychological Review, Vol. 107, pp. 289-344) proposed that the decisive event is the cumulated exposure time to the nonreinforced conditioned stimulus (CS) elapsed after the last CS reinforcement. We evaluated these two accounts in a human differential fear conditioning study in which CR was measured with the fear-potentiated startle response. Cumulated duration of nonreinforcement falls to explain our findings, whereas the number of trials appeared critical. In fact, many CS trials with a duration shorter than the acquisition CS duration facilitated within-session extinction, but this effect did not predict the recovery of fear.",,,,"Bellander, Martin/C-9819-2013","Golkar, Armita/0000-0003-3077-0391",,,,,,,,,,,,0735-7044,1939-0084,,,,FEB,2013,127,1,,,,,59,69,,10.1037/a0030892,,,,,,,WOS:000314381500006,23231494,,,,,
,,S,"Oliver, C; Adams, D; Allen, D; Bull, L; Heald, M; Moss, J; Wilde, L; Woodcock, K",,"Hastings, RP; Rojahn, J",,"Oliver, Chris; Adams, Dawn; Allen, Debbie; Bull, Leah; Heald, Mary; Moss, Jo; Wilde, Lucy; Woodcock, Kate",,,"Causal Models of Clinically Significant Behaviors in Angelman, Cornelia de Lange, Prader-Willi and Smith-Magenis Syndromes","INTERNATIONAL REVIEW OF RESEARCH IN DEVELOPMENTAL DISABILITIES: CHALLENGING BEHAVIOR, VOL 44",International Review of Research in Developmental Disabilities,,,,,,,,,,,"The operant learning theory account of behaviors of clinical significance in people with intellectual disability (ID) has dominated the field for nearly 50 years. However, in the last two decades, there has been a substantial increase in published research that describes the behavioral phenotypes of genetic disorders and shows that behaviors such as self-injury and aggression are more common in some syndromes than might be expected given group characteristics. These cross-syndrome differences in prevalence warrant explanation, not least because this observation challenges an exclusively operant learning theory account. To explore this possible conflict between theoretical account and empirical observation, we describe the genetic cause and physical, social, cognitive and behavioral phenotypes of four disorders associated with ID (Angleman, Cornelia de Lange, Prader-Willi and Smith-Magenis syndromes) and focus on the behaviors of clinical significance in each syndrome. For each syndrome we then describe a model of the interactions between physical characteristics, cognitive and motivational endophenotypes and environmental factors (including operant reinforcement) to account for the resultant behavioral phenotype. In each syndrome it is possible to identify pathways from gene to physical phenotype to cognitive or motivational endophenotype to behavior to environment and back to behavior. We identify the implications of these models for responsive and early intervention and the challenges for research in this area. We identify a pressing need for meaningful dialog between different disciplines to construct better informed models that can incorporate all relevant and robust empirical evidence.",,,,"Adams, Dawn/I-1959-2019; Woodcock, Kate/AAH-6046-2019; Moss, Jo/C-8812-2009; Oliver, Christopher/A-7519-2008","Adams, Dawn/0000-0001-8001-0126; Woodcock, Kate/0000-0002-8884-2020; Moss, Jo/0000-0002-7676-933X; Allen, Deborah/0000-0002-7970-462X; Oliver, Christopher/0000-0001-5217-6209",,,,,,,,,,,,2211-6095,,978-0-12-401725-2; 978-0-12-401662-0,,,,2013,44,,,,,,167,211,,10.1016/B978-0-12-401662-0.00006-3,,,,,,,WOS:000320926000007,,,,,,
,,J,"de Bitencourt, RM; Pamplona, FA; Takahashi, RN",,,,"de Bitencourt, Rafael Mariano; Pamplona, Fabricio Alano; Takahashi, Reinaldo Naoto",,,A current overview of cannabinoids and glucocorticoids in facilitating extinction of aversive memories: Potential extinction enhancers,NEUROPHARMACOLOGY,,,,,,,,,,,,"Emotional learning is extremely important for the survival of an individual. However, once acquired, emotional associations are not always expressed. The regulation of emotional responses under different environmental conditions is essential for mental health. Indeed, pathologic feelings of fear and anxiety are defining features of many serious psychiatric illness, including post-traumatic stress disorder (PTSD) and specific phobias. The simplest form of regulation of emotional responses is extinction, in which the conditioned response to a stimulus decreases when reinforcement (stimulus) is omitted. In addition to modulating basal anxiety states, recent studies suggest an important role for the endocannabinoid (eCB) and glucocorticoid systems in the modulation of emotional states and extinction of aversive memories in animals. The purpose of this review is to briefly outline the animal models of fear extinction and to describe how these have been used to examine the potential of extinction enhancing agents which specifically alter the eCB and glucocorticoid systems. Pharmacological manipulations of these systems by agents such as cannabinoid or glucocorticoid agonists can enhance the extinction process and avoid the retention of memories which have the potential to trigger trauma. A better understanding of these findings through animal models highlights the possibilities of using combined extinction enhancing agents in exposure-based psychotherapies for anxiety disorders related to inappropriate retention of aversive memories. This article is part of a special issue entitled 'Cognitive Enhancers'. (C) 2012 Elsevier Ltd. All rights reserved.",,,,"Pamplona, Fabricio/E-5290-2010","Pamplona, Fabricio/0000-0002-0376-1644",,,,,,,,,,,,0028-3908,1873-7064,,,,JAN,2013,64,,,,SI,,389,395,,10.1016/j.neuropharm.2012.05.039,,,,,,,WOS:000311250300044,22687521,,,,,
,,J,"South, M; Newton, T; Chamberlain, PD",,,,"South, Mikle; Newton, Tiffani; Chamberlain, Paul D.",,,Delayed Reversal Learning and Association With Repetitive Behavior in Autism Spectrum Disorders,AUTISM RESEARCH,,,,,,,,,,,,"An important aspect of successful emotion regulation is the ability to adjust emotional responses to changing environmental cues. Difficulties with such adaptation may underlie both marked symptoms of behavioral inflexibility and frequent severe anxiety in the autism spectrum disorders (ASDs). Thirty children and adolescents diagnosed with ASD and 29 age-and intelligence quotient-matched controls completed a reversal learning paradigm following partial reinforcement Pavlovian fear conditioning, using a surprising air puff as the unconditioned stimulus. After initial reversal of cue contingencies, where a previously safe cue now predicted the air puff threat, the control group but not the ASD group responded more strongly to the new threat cue. The ASD group showed evidence for reversal learning only during later trials. Reversal learning in the ASD group was significantly negatively correlated with everyday symptoms of behavioral inflexibility but not with everyday anxiety. Understanding shared associations between inflexibility, anxiety, and autism, with regard both to clinical symptoms and neurobiological mechanisms, can provide important markers for better characterizing the substantial heterogeneity across the autism spectrum. Autism Res 2012, 5: 398-406. (C) 2012 International Society for Autism Research, Wiley Periodicals, Inc.",,,,"South, Mikle/H-4978-2013","South, Mikle/0000-0003-0152-1257",,,,,,,,,,,,1939-3792,1939-3806,,,,DEC,2012,5,6,,,,,398,406,,10.1002/aur.1255,,,,,,,WOS:000314463300002,23097376,,,,,
,,J,"Kunisato, Y; Okamoto, Y; Ueda, K; Onoda, K; Okada, G; Yoshimura, S; Suzuki, S; Samejima, K; Yamawaki, S",,,,"Kunisato, Yoshihiko; Okamoto, Yasumasa; Ueda, Kazutaka; Onoda, Keiichi; Okada, Go; Yoshimura, Shinpei; Suzuki, Shin-ichi; Samejima, Kazuyuki; Yamawaki, Shigeto",,,Effects of depression on reward-based decision making and variability of action in probabilistic learning,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,,,,,,,,,,,,"Background and objectives: Depression is characterized by low reward sensitivity in behavioral studies applying signal detection theory. We examined deficits in reward-based decision making in depressed participants during a probabilistic learning task, and used a reinforcement learning model to examine learning parameters during the task. Methods: Thirty-six nonclinical undergraduates completed a probabilistic selection task. Participants were divided into depressed and non-depressed groups based on Center for Epidemiologic Studies-Depression (CES-D) cut scores. We then applied a reinforcement learning model to every participant's behavioral data. Results: Depressed participants showed a reward-based decision making deficit and higher levels of the learning parameter iota, which modulates variability of action selection, as compared to non-depressed participants. Highly variable action selection is more random and characterized by difficulties with selecting a specific course of action. Conclusion: These results suggest that depression is characterized by deficits in reward-based decision making as well as high variability in terms of action selection. (c) 2012 Elsevier Ltd. All rights reserved.",,,,"Yoshimura, Shinpei/AAG-5540-2019; Onoda, Keiichi/N-2944-2019","Yoshimura, Shinpei/0000-0001-9957-7982; Onoda, Keiichi/0000-0002-3882-3446",,,,,,,,,,,,0005-7916,1873-7943,,,,DEC,2012,43,4,,,,,1088,1094,,10.1016/j.jbtep.2012.05.007,,,,,,,WOS:000306625200017,22721601,,,,,
,,J,"Topic, B; Kroger, I; Vildirasova, PG; Huston, JP",,,,"Topic, Bianca; Kroeger, Inga; Vildirasova, Petya G.; Huston, Joseph P.",,,Indices of extinction-induced depression after operant learning using a runway vs. a cued free-reward delivery schedule,NEUROBIOLOGY OF LEARNING AND MEMORY,,,,,,,,,,,,"Loss of reward is one of the etiological factors leading to affective disorders, such as major depression. We have proposed several variants of an animal model of depression based on extinction of reinforced behavior of rats. A number of behaviors emitted during extinction trials were found to be attenuated by antidepressant treatment and, thus, qualified as indices of extinction-induced despair. These include increases in immobility in the Morris water maze and withdrawal from the former source of reward as well as biting behavior in operant chambers. Here, we assess the effects of reward omission on behaviors after learning of (a) a cued free-reward delivery in an operant chamber and (b) food-reinforced runway behavior. Sixty adult male Wistar rats were either trained to receive food reinforcement every 90 s (s) after a 5 s lasting cue light (FI 90), or to traverse an alley to gain food reward. Daily drug treatment with either the selective serotonin reuptake inhibitor citalopram or the tricyclic antidepressant imipramine (each 10 mg/kg) or vehicle was begun either 25 days (operant chamber) or 3 days (runway) prior to extinction. The antidepressants suppressed rearing behavior in both paradigms specifically during the extinction trials, which indicates this measure as a useful marker of depression-related behavior, possibly indicating vertical withdrawal. In the operant chamber, only marginal effects on operant learning responses during extinction were found. In the runway, the operant learned responses run time and distance to the goal, as well as total distance moved, grooming and quiescence were also influenced by the antidepressants, providing a potential set of markers for extinction-induced depression in the runway. Both paradigms differ substantially with respect to the anticipation of reward, behaviors that are learned and that accompany extinction. Accordingly, antidepressant treatment influenced different sets of behaviors in these two learning tasks. (C) 2012 Elsevier Inc. All rights reserved.",,,,,,,,,,,,,,,,,1074-7427,1095-9564,,,,NOV,2012,98,4,,,,,329,340,,10.1016/j.nlm.2012.09.007,,,,,,,WOS:000312613100002,23044457,,,,,
,,J,"Miasnikov, AA; Weinberger, NM",,,,"Miasnikov, Alexandre A.; Weinberger, Norman M.",,,Detection of an inhibitory cortical gradient underlying peak shift in learning: A neural basis for a false memory,NEUROBIOLOGY OF LEARNING AND MEMORY,,,,,,,,,,,,"Experience often does not produce veridical memory. Understanding false attribution of events constitutes an important problem in memory research. Peak shift is a well-characterized, controllable phenomenon in which human and animal subjects that receive reinforcement associated with one sensory stimulus later respond maximally to another stimulus in post-training stimulus generalization tests. Peak shift ordinarily develops in discrimination learning (reinforced CS+, unreinforced CS-) and has long been attributed to the interaction of an excitatory gradient centered on the CS+ and an inhibitory gradient centered on the CS-; the shift is away from the CS-. In contrast, we have obtained peak shifts during single tone frequency training, using stimulation of the cholinergic nucleus basalis (NB) to implant behavioral memory into the rat. As we also recorded cortical activity, we took the opportunity to investigate the possible existence of a neural frequency gradient that could account for behavioral peak shift. Behavioral frequency generalization gradients (FGGs, interruption of ongoing respiration) were determined twice before training while evoked potentials were recorded from the primary auditory cortex (A1), to obtain a baseline gradient of habituatory neural decrement. A post-training behavioral FGG obtained 24 h after three daily sessions of a single tone paired with NB stimulation (200 trials/day) revealed a peak shift. The peak of the FGG was at a frequency lower than the CS while the cortical inhibitory gradient was at a frequency higher than the CS frequency. Further analysis indicated that the frequency location and magnitude of the gradient could account for the behavioral peak shift. These results provide a neural basis for a systematic case of memory misattribution and may provide an animal model for the study of the neural bases of a type of false memory. Published by Elsevier Inc.",,,,,,,,,,,,,,,,,1074-7427,1095-9564,,,,NOV,2012,98,4,,,,,368,379,,10.1016/j.nlm.2012.10.001,,,,,,,WOS:000312613100007,23063933,,,,,
,,J,"Ozburn, AR; Larson, EB; Self, DW; McClung, CA",,,,"Ozburn, Angela Renee; Larson, Erin Beth; Self, David W.; McClung, Colleen A.",,,Cocaine self-administration behaviors in Clock Delta 19 mice,PSYCHOPHARMACOLOGY,,,,,,,,,,,,"A key role has been identified for the circadian locomotor output cycles kaput (Clock) gene in the regulation of drug reward. Mice bearing a dominant negative mutation in the Clock gene (Clock Delta 19 mice) exhibit increased cocaine-induced conditioned place preference, reduced anxiety- and depression-like behavior, increased sensitivity to intracranial self-stimulation, and increased dopaminergic cell activity in the ventral tegmental area. We sought to determine if this hyperhedonic phenotype extends to cocaine self-administration and measures of motivation. Two separate serial testing procedures were carried out (n = 7-10/genotype/schedule). Testing began with acquisition of sucrose pellet self-administration, implantation of intravenous catheter, acquisition of cocaine self-administration, and dose-response testing (fixed ratio or progressive ratio). To evaluate diurnal variations in acquisition behavior, these sessions occurred at Zeitgeber 2 (ZT2) or ZT14. WT and Clock Delta 19 mice exhibited similar learning and readily acquired food self-administration at both ZT2 and ZT14. However, only Clock Delta 19 mice acquired cocaine self-administration at ZT2. A greater percentage of Clock Delta 19 mice reached acquisition criteria at ZT2 and ZT14. Clock Delta 19 mice self-administered more cocaine than WT mice. Using fixed ratio and progressive ratio schedules of reinforcement dose-response paradigms, we found that cocaine is a more efficacious reinforcer in Clock Delta 19 mice than in WT mice. Our results demonstrate that the Clock gene plays an important role in cocaine reinforcement and that decreased CLOCK function increases vulnerability for cocaine use.",,,,"Ozburn, Angela R/P-5409-2018; McClung, Colleen/AAA-5943-2019","Ozburn, Angela R/0000-0002-8387-1156; Larson, Erin/0000-0003-2198-9922",,,,,,,,,,,,0033-3158,,,,,SEP,2012,223,2,,,,,169,177,,10.1007/s00213-012-2704-2,,,,,,,WOS:000308000400005,22535308,,,,,
,,J,"Palminteri, S; Clair, AH; Mallet, L; Pessiglione, M",,,,"Palminteri, Stefano; Clair, Anne-Helene; Mallet, Luc; Pessiglione, Mathias",,,Similar Improvement of Reward and Punishment Learning by Serotonin Reuptake Inhibitors in Obsessive-Compulsive Disorder,BIOLOGICAL PSYCHIATRY,,,,,,,,,,,,"Background: The role of dopamine in reinforcement learning has been extensively studied, but the role of other major neuromodulators, particularly serotonin, remains poorly understood. An influential theory has suggested that dopamine and serotonin represent opponent systems respectively driving reward and punishment learning. Methods: To test this theory, we compared two groups of patients with obsessive-compulsive disorder, one unmedicated (n = 12) and one treated with serotonin reuptake inhibitors (SRI; n = 13). To avoid confounding basic reinforcement learning with strategic conscious reasoning, we used a subliminal conditioning task that involves subjects learning to associate masked cues with gambling outcomes to maximize their payoff. The same task was used in a previous study to demonstrate opposite effects of dopaminergic medication on reward and punishment learning. Results: Unmedicated obsessive-compulsive disorder patients exhibited an instrumental learning deficit that was fully alleviated under SRI treatment. Contrary to dopaminergic medication, SRIs similarly modulated reward and punishment learning. Conclusions: Thus, departing from the opponency model, our results support a beneficial role of serotonin in instrumental learning that is independent of outcome valence.",,,,"Mallet, Luc/F-7156-2013; Pessiglione, Mathias/E-2141-2017","Mallet, Luc/0000-0001-8061-1167; Palminteri, Stefano/0000-0001-5768-6646",,,,,,,,,,,,0006-3223,1873-2402,,,,AUG 1,2012,72,3,,,,,244,250,,10.1016/j.biopsych.2011.12.028,,,,,,,WOS:000306370900016,22325972,,,,,
,,J,"Meulders, A; Vlaeyen, JWS",,,,"Meulders, Ann; Vlaeyen, Johan W. S.",,,Reduction of fear of movement-related pain and pain-related anxiety: An associative learning approach using a voluntary movement paradigm,PAIN,,,,,,,,,,,,"The fear-avoidance model advances fear of pain as a key factor in the origins of chronic pain disability. Initial evidence in those with chronic back pain reveals that exposure therapy reduces fear levels, disability, and pain. Despite the success of exposure in the clinic, fundamental research about its underlying mechanisms lags behind. Using a conditioning paradigm with movements as conditioned stimuli (CS) and a painful shock as unconditioned stimuli (US), we investigated the extinction of experimental fear of movement-related pain and pain-related anxiety (respectively induced by predictable and unpredictable pain). Dependent measures were self-reported fear and eyeblink startle. During acquisition, all groups received both predictable and unpredictable training. In the predictable context, one movement (CS+) was consistently followed by the shock-US, but another movement was not (CS-). In the unpredictable context, joystick movements never signaled the shock-US; shock-US were delivered during the intertrial interval (ITI). During extinction, the extinction group continued training in the predictable context but the CS+ movement was no longer reinforced; the context exposure group continued training in the unpredictable context but ITI shock-US were omitted. The control group continued training after the acquisition reinforcement scheme. Results revealed that fear ratings for the CS+ were extinguished in the extinction group but not in the control group. Interestingly, omitting the ITI shocks not only reduced ITI startle responses in the context exposure group compared with the control group, but also reduced the fear ratings and startle responses elicited by the unpredictable CS. The clinical implications of these findings are discussed. (C) 2012 International Association for the Study of Pain. Published by Elsevier B.V. All rights reserved.",,,,"Vlaeyen, Johan W.S./A-2555-2009; Vlaeyen, Johan/P-9070-2019","Vlaeyen, Johan/0000-0003-0437-6665; Meulders, Ann/0000-0003-4250-3928",,,,,,,,,,,,0304-3959,1872-6623,,,,JUL,2012,153,7,,,,,1504,1513,,10.1016/j.pain.2012.04.013,,,,,,,WOS:000305423700025,22617631,,,,,
,,J,"Jackson, CJ; Izadikah, Z; Oei, TPS",,,,"Jackson, Chris J.; Izadikah, Zahra; Oei, Tian P. S.",,,Mechanisms underlying REBT in mood disordered patients: Predicting depression from the hybrid model of learning,JOURNAL OF AFFECTIVE DISORDERS,,,,,,,,,,,,"Background: Jackson's (2005, 2008a) hybrid model of learning identifies a number of learning mechanisms that lead to the emergence and maintenance of the balance between rationality and irrationality. We test a general hypothesis that Jackson's model will predict depressive symptoms, such that poor learning is related to depression. We draw comparisons between Jackson's model and Ellis' (2004) Rational Emotive Behavior Therapy and Theory (REBT) and thereby provide a set of testable learning mechanisms potentially underlying REBT. Methods and results: Results from 80 patients diagnosed with depression completed the learning styles profiler (LSP; Jackson, 2005) and two measures of depression. Results provide support for the proposed model of learning and further evidence that low rationality is a key predictor of depression. Conclusions: We conclude that the hybrid model of learning has the potential to explain some of the learning and cognitive processes related to the development and maintenance of irrational beliefs and depression. (C) 2011 Published by Elsevier B.V.",,,,"Oei, Tian Po/K-4870-2012","Oei, Tian Po/0000-0001-9041-8803",,,,,,,,,,,,0165-0327,,,,,JUN,2012,139,1,,,,,30,39,,10.1016/j.jad.2011.09.025,,,,,,,WOS:000304490600005,22417900,,,,,
,,J,"Helfinstein, SM; Fox, NA; Pine, DS",,,,"Helfinstein, Sarah M.; Fox, Nathan A.; Pine, Daniel S.",,,Approach-Withdrawal and the Role of the Striatum in the Temperament of Behavioral Inhibition,DEVELOPMENTAL PSYCHOLOGY,,,,,,,,,,,,"Behavioral inhibition is a temperament characterized in infancy and early childhood by a tendency to withdraw from novel or unfamiliar stimuli. Children exhibiting this disposition, relative to children with other dispositions, are more socially reticent, less likely to initiate interaction with peers, and more likely to develop anxiety over time. Until recently, a dominant model attributed this disposition to reductions in the threshold for engaging the circuitry supporting fear learning, particularly the amygdala. Recent work, however, also has implicated striatal circuitry and other regions that constitute components of a presumed reward system. A series of studies found that behaviorally inhibited adolescents display heightened activation of striatal structures to cues indicating an opportunity to receive reward. This article reviews evidence implicating dual roles for fear and reward circuitry in the expression of behavioral inhibition.",,,,"Pine, Daniel/Z-1601-2019",,,,,,,,,,,,,0012-1649,1939-0599,,,,MAY,2012,48,3,,,,,815,826,,10.1037/a0026402,,,,,,,WOS:000303287200021,22148946,,,,,
,,J,"Radwanska, K; Kaczmarek, L",,,,"Radwanska, Kasia; Kaczmarek, Leszek",,,Characterization of an alcohol addiction-prone phenotype in mice,ADDICTION BIOLOGY,,,,,,,,,,,,"Human studies indicate that high impulsivity, novelty seeking and anxiety predispose individuals to alcohol abuse. Unclear, however, is whether the same phenotypes can be observed in laboratory animals prone to uncontrolled alcohol drinking. To characterize a novelty-seeking trait, anxiety, impulsivity, compulsivity and the motivation for natural rewards in mice, numerous tests were performed in the automated IntelliCage learning system. The same mice then had extended access to alcohol for 70 days, followed by the evaluation of addiction-like behaviors, including (1) the motivation for alcohol in a progressive-ratio schedule of reinforcement; (2) persistent and compulsive alcohol seeking and taking during signaled no alcohol periods and (3) when subjected to punishment; and (4) the intensity of relapse after alcohol withdrawal. Our data suggest that high levels of anxiety-related traits (i.e. low novelty seeking, low resistance to punishment and a high level of compulsive behaviors) and high impulsivity predict addiction-like alcohol drinking in mice. Future studies are, however, warranted to create a valid model of alcohol addiction in mice in the IntelliCage system.",,,,"Radwanska, Kasia/S-3281-2016; Kaczmarek, Leszek/B-6171-2008","Radwanska, Kasia/0000-0001-7445-6180; Kaczmarek, Leszek/0000-0002-7207-3490",,,,,,,,,,,,1355-6215,1369-1600,,,,MAY,2012,17,3,,,,,601,612,,10.1111/j.1369-1600.2011.00394.x,,,,,,,WOS:000302998400010,22017485,,,,,
